agrp,rsex,ethnicgrpr,sexidr,rnssecgp_6,adj_imd_quintile,rwcasual,snnolov,snpres,snold,snsexdrv,snmedia,snearly,attconservative,dage1ch,disabil2,depscr,religimp,relstatr,total_wt
25-34,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Disagree strongly,Agree,Agree,Agree,Agree strongly,Agree strongly,1.9802701258744677,,None,No,Very important,Married/In a civil partnership and living with spouse/partner,0.5371195444715162
45-54,Male,White,Heterosexual/straight,Small employers and own account workers,2.0,Mostly wrong,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,-0.8859431852091492,29.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,2.0431157484695524
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Sometimes wrong,Agree strongly,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,-1.952462010435549,29.0,Non-limiting,No,Not important at all,Widowed and not in a steady & ongoing relationship in last year,0.7377706659938568
35-44,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree strongly,Agree,-0.15479116074076935,31.0,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,2.4437236787623116
45-54,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Always wrong,Agree strongly,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,-0.5894967101808664,,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.8884260983418812
25-34,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,2.0,Depends/Don't know,Agree strongly,Agree,Agree,Disagree,Agree,Agree strongly,-0.9263435399986257,25.0,Limiting,Yes,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.38892180812720356
55-64,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Mostly wrong,Agree,Agree,Agree strongly,Agree,Agree,Agree strongly,0.9109639156937435,22.0,Limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.406824088341218
16-24,Male,White,Heterosexual/straight,Small employers and own account workers,[most deprived],Not wrong at all,Agree strongly,Agree,Neither agree or disagree,Agree,Agree,Agree,-0.6846349504390462,,Limiting,No,Not important at all,Living with partner,0.8395883058847181
16-24,Male,White,Heterosexual/straight,Student in full-time education,[most deprived],Not wrong at all,Agree strongly,Agree strongly,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,-1.2221962902338344,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.4755967546312171
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Not wrong at all,Agree strongly,Agree,Disagree,Disagree,Agree,Agree strongly,-0.8391794031131401,,None,No,Not important at all,Living with partner,1.014467896719529
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Always wrong,Disagree strongly,Agree strongly,Neither agree or disagree,Agree,Neither agree or disagree,Agree,0.8382412106358269,18.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.48646973210466354
25-34,Male,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Mostly wrong,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,-0.6925684244427199,23.0,None,No,Not important at all,Living with partner,0.7477765324938959
45-54,Male,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Not wrong at all,Agree strongly,Don't know,Disagree strongly,Disagree strongly,Neither agree or disagree,Don't know,,,None,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.7247785480498046
16-24,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Rarely wrong,Agree,Agree,Disagree,Disagree,Disagree,Agree,-1.5765894249130754,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.6713647810567112
25-34,Female,White,Heterosexual/straight,Intermediate occupations,3.0,Mostly wrong,Agree strongly,Agree,Agree,Agree,Agree,Agree,0.030486817992601695,25.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.48687643122620394
65-74,Male,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,4.0,Not wrong at all,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree strongly,-0.02560854106106253,,None,,Not important at all,Married/In a civil partnership and living with spouse/partner,1.4494372748174276
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Always wrong,Disagree,Agree strongly,Agree,Disagree strongly,Agree,Agree strongly,1.035644867250606,23.0,Non-limiting,No,Not important at all,Married/In a civil partnership and living with spouse/partner,2.028935793439058
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Sometimes wrong,Agree strongly,Agree strongly,Neither agree or disagree,Disagree,Neither agree or disagree,Agree strongly,-0.4367838112312776,23.0,None,No,Not important at all,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.3989800946358773
16-24,Female,White,Heterosexual/straight,Never worked or long term unemployed,[most deprived],Sometimes wrong,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree strongly,0.32372464202421525,16.0,None,No,Not important at all,Living with partner,0.28739567982961356
65-74,Male,Not white,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,4.0,Always wrong,Agree,Neither agree or disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,1.407806897611898,25.0,Non-limiting,No,Very important,Married/In a civil partnership and living with spouse/partner,1.747963674214534
45-54,Male,White,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,0.5267858552080472,,None,No,Not important at all,Living with partner,1.8175191554717012
65-74,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Mostly wrong,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,-0.5099480442118971,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.9286741436754195
25-34,Female,Not white,Heterosexual/straight,Intermediate occupations,[most deprived],Sometimes wrong,Agree,Neither agree or disagree,Don't know,Agree,Neither agree or disagree,Neither agree or disagree,,27.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.6703844709868935
16-24,Male,White,Heterosexual/straight,Intermediate occupations,4.0,Always wrong,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,0.1456938902442417,,None,No,Not very important,Living with partner,0.9531624866896543
35-44,Female,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Always wrong,Neither agree or disagree,Agree strongly,Disagree,Neither agree or disagree,Agree strongly,Agree strongly,1.1026665505830364,22.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.2446543467434736
55-64,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[least deprived],Always wrong,Disagree,Agree,Agree,Agree strongly,Agree strongly,Agree,1.4932290440570823,,Limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.2958480877292655
35-44,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Not wrong at all,Agree strongly,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,-1.8787868249427948,,None,No,Not important at all,Living with partner,1.6234347268816998
35-44,Female,White,Heterosexual/straight,Small employers and own account workers,4.0,Mostly wrong,Agree,Agree,Agree,Agree,Agree,Agree strongly,0.7016447051783561,,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.0725936685235467
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,4.0,Sometimes wrong,Agree,Agree,Agree,Agree,Agree,Agree,0.110035483961571,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.1567303181766908
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Depends/Don't know,Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,-2.34575907476672,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.3606155335574728
55-64,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Agree,0.3298106956126108,27.0,Non-limiting,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.4755413319877135
55-64,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Mostly wrong,Agree,Neither agree or disagree,Disagree,Agree,Agree,Neither agree or disagree,-0.7844611413316401,24.0,Non-limiting,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.7377706659938568
45-54,Female,White,Heterosexual/straight,Intermediate occupations,2.0,Mostly wrong,Agree,Agree,Agree strongly,Agree strongly,Agree,Agree,0.672072352484081,26.0,Limiting,No,Not very important,Married/In a civil partnership and living with spouse/partner,2.66547773280005
65-74,Male,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Mostly wrong,Agree,Agree,Agree,Agree strongly,Agree,Agree,0.46275314196869355,22.0,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.9804476990732268
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Mostly wrong,Agree strongly,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,-0.7685166915826821,22.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,1.9991082996000378
25-34,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Sometimes wrong,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,-1.3212956047071318,22.0,None,No,Not important at all,Living with partner,0.3764799767190518
35-44,Male,Not white,Heterosexual/straight,Managerial and prof occupations,2.0,Sometimes wrong,Agree,Agree,Agree,Agree,Agree strongly,Agree strongly,0.8986198647737926,,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,3.490781261094386
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Mostly wrong,Agree,Agree,Agree,Agree,Agree strongly,Neither agree or disagree,0.2212039802564828,,None,No,Not very important,Living with partner,1.2589507322279205
25-34,Female,White,Heterosexual/straight,Never worked or long term unemployed,[least deprived],Always wrong,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,2.595156830081382,19.0,None,No,Very important,Living with partner,0.5486022020613274
16-24,Female,White,Heterosexual/straight,Intermediate occupations,[least deprived],Rarely wrong,Agree,Agree,Agree,Agree strongly,Agree strongly,Agree,0.4911274489253765,,None,Yes,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.42431208150544436
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Sometimes wrong,Agree,Agree strongly,Agree strongly,Agree strongly,Neither agree or disagree,Agree strongly,0.7823545445123273,25.0,Non-limiting,No,Not very important,Living with partner,0.6223271733717368
